Item_Identifier,Outlet_Identifier,Item_Visibility,Item_MRP,Item_Outlet_Sales
FDV16,OUT046,0.08293069900000001,35.2558,780.98
FDY19,OUT013,0.041330512,115.8466,2474.78
FDY12,OUT010,0.235354055,50.8008,101.2
FDM15,OUT017,0.057746382,152.4366,3929.55
FDP12,OUT049,0.045337184,36.8874,564.6
FDT21,OUT013,0.020374875,248.0092,1245.05
DRE49,OUT010,0.035568147,151.8024,151.8
FDN16,OUT049,0.062797771,103.999,825.59
FDE04,OUT018,0.018096488,179.56599999999997,2696.49
FDC51,OUT013,0.009613854,122.973,1231.73
FDO04,OUT018,0.026645307000000003,53.5614,939.44
FDD41,OUT017,0.08775368199999999,105.3306,2090.61
FDI45,OUT045,0.037657459,175.8054,2801.69
NCB18,OUT027,0.041091215,89.5514,3364.95
FDW51,OUT017,0.095195306,213.956,2343.62
NCK07,OUT046,0.048686689000000005,164.1526,1808.98
FDZ45,OUT019,0.11709121300000001,197.9084,992.04
FDB37,OUT046,0.022940826,241.8538,5768.49
FDZ60,OUT035,0.119339241,106.0596,970.74
FDN04,OUT013,0.014075333999999998,176.8344,3568.69
FDW47,OUT013,0.046336634,120.0414,3533.4
FDB17,OUT013,0.036641589,180.7976,6157.32
FDR56,OUT018,0.101176316,198.9768,4729.84
FDU55,OUT027,0.035737372999999996,260.6278,9371.8
FDH40,OUT017,0.079376029,81.7276,1949.46
FDH05,OUT049,0.091054989,231.8984,4633.97
FDX58,OUT045,0.043852434,182.695,4211.19
FDC51,OUT035,0.009620041999999999,121.67299999999999,1970.77
NCR05,OUT017,0.054939848,199.5084,3372.94
DRH25,OUT017,0.014675573999999999,50.8324,934.78
NCR53,OUT049,0.14526636,224.0404,3375.61
FDS04,OUT046,0.14666293800000002,138.6838,2388.22
FDC03,OUT013,0.07178670599999999,193.3794,780.32
FDP44,OUT010,0.133424184,102.2332,102.53
FDK16,OUT018,0.11579959199999999,95.3094,1713.77
NCC30,OUT046,0.027579198,178.7344,1605.91
FDZ26,OUT010,0.241055611,238.5222,717.07
NCO54,OUT018,0.014332438999999999,57.1614,1381.54
NCP41,OUT010,0.027133398,106.2596,215.72
DRE27,OUT049,0.132876847,98.0726,1076.6
FDQ10,OUT013,0.03315162,170.6422,2931.52
NCU42,OUT049,0.019536981000000002,170.0474,4211.19
FDX43,OUT035,0.085258864,165.85,1830.95
NCD19,OUT046,0.013179388,55.1614,939.44
NCI54,OUT035,0.033592687,108.1912,1856.25
FDS37,OUT010,0.05346916,114.1492,115.85
FDO25,OUT027,0.126831854,209.02700000000002,4613.99
FDS57,OUT049,0.103603094,143.547,1431.47
FDI52,OUT049,0.10484088400000001,122.1072,490.03
DRK12,OUT018,0.042056944000000006,31.89,366.19
FDG40,OUT017,0.040049609,34.4558,611.2
FDU49,OUT045,0.03075661,86.25399999999999,2163.85
FDR49,OUT013,0.1302531766,46.5376,575.25
FDF40,OUT019,0.03941584,247.8092,498.02
DRE03,OUT017,0.024363938999999998,46.3718,661.81
FDR55,OUT027,0.131443921,189.1872,5294.44
NCU05,OUT035,0.05872513099999999,82.3618,1208.43
FDR36,OUT017,0.122274118,40.3454,838.91
NCM30,OUT013,0.067239404,39.6796,660.47
FDH24,OUT049,0.021464453999999997,156.6288,3928.22
DRO47,OUT018,0.112681821,113.986,452.74
FDQ49,OUT017,0.039469737000000005,155.16299999999998,782.32
DRJ37,OUT046,0.061101382999999995,151.9024,2580.64
NCJ42,OUT018,0.014359584,100.8332,1538.0
FDD05,OUT049,0.016637301,120.9098,1687.14
FDC39,OUT018,0.159843921,206.6296,3115.94
NCY06,OUT045,0.061308889000000005,128.8968,2348.94
NCS06,OUT019,0.055566935,263.591,262.99
FDE16,OUT045,0.026397141000000002,207.8954,3542.72
NCQ50,OUT046,0.034307348,215.2218,4701.88
FDX50,OUT046,0.07462720099999999,110.3228,1768.36
NCL41,OUT017,0.041973712,35.7216,519.32
FDM58,OUT018,0.080015028,111.8544,1677.82
FDH35,OUT010,0.10084386,166.3526,164.45
FDS50,OUT049,0.055519560999999995,219.8114,1108.56
FDT09,OUT027,0.012203915,133.2284,4350.34
FDR60,OUT018,0.130946374,76.7328,1312.96
FDG22,OUT046,0.041381156,35.019,659.14
FDL52,OUT027,0.04586701,37.9506,910.81
DRJ39,OUT018,0.036474041,218.3482,2409.53
FDW45,OUT017,0.039231652,145.1418,2648.55
NCQ38,OUT045,0.013393536999999999,106.02799999999999,1065.28
FDB26,OUT017,0.031444357,53.763999999999996,798.96
DRG48,OUT046,0.014555066,145.2102,3062.01
FDH10,OUT010,0.082526478,191.8478,774.99
FDP28,OUT049,0.080765853,262.8936,4958.88
FDJ44,OUT010,0.17797002,173.1396,697.76
FDI07,OUT045,0.03382933,196.9426,2768.4
DRJ24,OUT017,0.11397026,185.1924,2591.29
DRL47,OUT035,0.038729457,127.3362,755.02
FDP38,OUT013,0.032075379,50.9008,354.21
FDK02,OUT019,0.196490902,120.544,479.38
FDO23,OUT013,0.146305498,94.1436,1607.24
NCE54,OUT013,0.026877471,74.6354,1053.3
FDS52,OUT046,0.005474515,99.7016,1922.83
FDW01,OUT035,0.064048405,153.4682,1677.15
NCF07,OUT017,0.032203667000000005,100.8016,1113.22
DRE15,OUT018,0.017857847,77.5012,1518.02
FDR58,OUT046,0.041921462,92.3462,2406.2
FDL24,OUT013,0.024875871,173.0422,2069.31
FDQ25,OUT027,0.028139761,173.7422,3621.29
FDX56,OUT013,0.073997843,207.0638,4969.53
FDD20,OUT018,0.020798905,123.6046,1245.05
DRF60,OUT017,0.052363244,236.5564,5243.84
FDW13,OUT018,0.098283459,51.3324,934.78
FDF09,OUT013,0.012138795,39.2848,521.99
FDY45,OUT035,0.021821999666666664,253.0356,4578.04
FDR26,OUT045,0.042923652,178.3028,1062.62
FDZ01,OUT046,0.009058845,103.399,2579.98
FDH53,OUT010,0.032136417,83.9592,165.12
FDG52,OUT018,0.065898197,46.1402,459.4
FDW50,OUT045,0.075731322,167.5158,1504.04
FDX49,OUT035,0.101812521,232.23,5126.66
FDJ44,OUT046,0.106327251,172.8396,2616.59
NCI31,OUT027,0.080933328,37.519,842.24
FDZ52,OUT035,0.100055601,112.4886,1223.07
FDE17,OUT049,0.054540159000000005,152.1366,755.68
FDG34,OUT018,0.037723476,109.5254,1953.46
FDE26,OUT010,0.14897741,143.0786,288.96
FDD56,OUT018,0.104201019,176.5054,2976.79
FDR52,OUT045,0.076198809,191.3846,2675.18
FDQ13,OUT035,0.010639596000000001,84.1908,755.02
NCJ42,OUT019,0.025039776,102.7332,410.13
FDH10,OUT019,0.08632670699999999,192.6478,387.5
NCG42,OUT035,0.041220035,131.231,3635.27
FDT31,OUT045,0.01247354,187.5872,1323.61
DRD25,OUT045,0.07913221200000001,112.686,2942.84
FDR35,OUT035,0.020693809,199.1742,4379.63
FDL33,OUT045,0.10016525,193.9452,2936.18
FDT45,OUT035,0.057302606,53.3956,600.55
FDT16,OUT045,0.048761045999999995,260.5278,8851.15
DRE49,OUT035,0.018148152222222224,153.0024,2428.84
DRF60,OUT049,0.052149675,239.9564,3813.7
NCB54,OUT049,0.05013052900000001,128.3336,2556.67
FDH20,OUT049,0.024987903,97.34100000000001,1255.03
FDA31,OUT035,0.109990885,172.908,2769.73
FDE33,OUT045,0.049736267,76.8644,1571.29
FDM12,OUT010,0.117026714,189.2214,188.42
FDW44,OUT013,0.035121963,168.6448,1022.67
DRE48,OUT013,0.017311312,197.8768,3744.46
NCX18,OUT045,0.008811818,196.511,2749.75
FDA38,OUT018,0.025583714,239.1538,480.71
FDQ19,OUT013,0.014353174,242.6512,969.4
FDY47,OUT027,0.054220618,129.131,4933.58
FDE17,OUT013,0.054410179,151.3366,2720.46
FDY25,OUT046,0.033974436000000004,181.8976,4527.44
FDT03,OUT035,0.009996872,185.5608,3123.93
FDB49,OUT045,0.030212499,98.0384,2857.61
FDL43,OUT017,0.027217467999999998,76.067,1454.77
FDE47,OUT017,0.038123176,123.5046,1992.07
FDS49,OUT045,0.079506434,78.3644,1728.42
FDU23,OUT018,0.021811987,163.6184,2311.66
FDU38,OUT027,0.082150145,192.9504,7478.27
FDV09,OUT019,0.036012919,148.0734,593.89
FDR20,OUT049,0.028167478,45.5744,452.74
FDY11,OUT046,0.029560451,65.8142,856.88
FDG40,OUT027,0.039631495,31.9558,984.72
FDX20,OUT017,0.04280099,228.372,2037.35
FDZ27,OUT013,0.017141985,50.035,149.8
FDH09,OUT017,0.056394770999999996,51.3982,473.38
FDG29,OUT049,0.056379439,42.7454,293.62
NCA30,OUT049,0.129534812,190.1872,5105.35
NCL53,OUT017,0.036439877999999995,175.3028,3010.75
DRE15,OUT046,0.014086419333333334,77.6012,986.72
NCS38,OUT046,0.090191431,112.9176,458.07
FDY21,OUT019,0.30374337,196.011,589.23
FDB58,OUT010,0.022590317999999998,140.6154,283.63
FDH41,OUT046,0.08201152099999999,213.3534,1935.48
DRF23,OUT049,0.122843005,172.4396,1569.96
FDE05,OUT010,0.05432142,146.2102,437.43
FDY10,OUT049,0.049144165,112.7176,1717.76
FDS43,OUT049,0.040577878,188.22400000000002,1304.97
NCM30,OUT049,0.067400032,41.9796,784.31
FDY49,OUT045,0.012036432,165.7184,1816.3
FDN02,OUT045,0.073977473,206.8638,2070.64
FDP37,OUT045,0.143396175,128.0994,2184.49
NCF07,OUT035,0.03201648,99.6016,1922.83
FDJ09,OUT013,0.058346234000000004,44.0744,633.84
FDO23,OUT027,0.14571827,94.3436,2269.05
FDH09,OUT027,0.05580601599999999,52.4982,1209.76
FDX34,OUT049,0.07209744900000001,119.3098,1205.1
FDV60,OUT049,0.11754371300000001,197.31099999999998,3338.99
FDE32,OUT013,0.048718334,38.7506,227.7
NCI30,OUT018,0.059175599999999995,245.046,4680.57
FDS37,OUT013,0.031918284,117.7492,695.1
FDC57,OUT019,0.09558797599999999,193.982,579.25
DRC01,OUT017,0.019308607,49.0692,1478.08
DRD27,OUT017,0.023974769,99.0042,694.43
FDI12,OUT045,0.100602552,88.3856,703.08
FDQ33,OUT035,0.091189915,149.3708,4514.12
FDQ27,OUT019,0.077480627,101.399,206.4
NCB07,OUT010,0.12973174699999998,196.21099999999998,589.23
FDC08,OUT013,0.103363904,226.172,3169.21
FDD20,OUT046,0.020714523000000002,124.2046,2490.09
FDS24,OUT035,0.062212712999999996,88.1514,1151.17
FDH34,OUT017,0.031271134,186.0582,3900.92
NCX30,OUT018,0.026729067999999998,248.4776,6439.62
FDM01,OUT046,0.094567181,104.5332,1845.6
FDB20,OUT013,0.05193741,77.9986,934.78
NCK29,OUT017,0.12648042199999998,121.573,3202.5
FDS11,OUT049,0.055644887000000004,224.9088,2684.51
NCV41,OUT010,0.028519419,109.2228,221.05
DRL60,OUT049,0.027101431000000002,151.7682,2439.49
FDV10,OUT017,0.067083367,44.0112,596.56
FDV09,OUT018,0.020652362,149.5734,2227.1
FDQ39,OUT046,0.081042136,192.4846,5159.28
DRE49,OUT018,0.021336565,153.6024,1366.22
FDR45,OUT045,0.029001987000000003,238.6222,8604.8
DRJ23,OUT010,0.069745165,190.2872,378.17
FDQ26,OUT018,0.06814888599999999,58.6562,711.07
NCA06,OUT017,0.144094079,34.819,1061.95
FDT24,OUT018,0.186616421,78.6328,1004.03
DRG27,OUT045,0.105323859,39.1138,609.21
FDR02,OUT045,0.022110425,110.8886,3558.04
DRG37,OUT035,0.019374768,155.8972,2025.36
FDJ07,OUT018,0.014482278000000001,118.115,1864.24
FDP32,OUT049,0.08780578800000001,126.7678,1907.52
FDV59,OUT046,0.048027043,218.9166,5660.63
FDP60,OUT035,0.055908268,99.8016,607.21
FDE32,OUT027,0.048522793,39.6506,1024.67
FDK26,OUT017,0.032359413,187.424,3169.21
FDW28,OUT035,0.088807455,197.3452,2740.43
FDP56,OUT049,0.046556408,47.7692,640.5
FDT25,OUT046,0.050750977,122.2072,1960.12
FDQ12,OUT035,0.035404052000000005,230.601,2067.31
FDR60,OUT035,0.13039045800000001,77.2328,231.7
FDZ10,OUT010,0.074422769,128.002,253.0
FDM13,OUT010,0.10574254400000001,130.5626,131.16
FDF26,OUT045,0.046729335999999996,153.4998,2153.2
FDN02,OUT027,0.07347023400000001,205.3638,5383.66
NCI30,OUT013,0.058886477,245.546,1724.42
NCJ31,OUT049,0.18293775,243.0196,3615.29
NCQ54,OUT010,0.020993364,166.8474,168.45
FDB02,OUT045,0.029223423999999998,175.437,2999.43
FDC02,OUT027,0.068489201,259.3278,4165.24
FDA11,OUT045,0.043326511,95.6436,1134.52
DRI23,OUT027,0.136532569,159.6578,2888.24
FDE04,OUT049,0.018051091000000002,179.86599999999999,2696.49
FDW38,OUT010,0.23212188,55.5298,53.93
FDG46,OUT019,0.057620562,115.4518,113.85
NCJ05,OUT027,0.045865089000000005,152.3682,2287.02
FDU01,OUT019,0.021002171,185.1924,555.28
FDY11,OUT017,0.029727657,66.6142,1120.54
FDX60,OUT013,0.080527065,79.296,719.06
NCN29,OUT049,0.013164175,47.8034,437.43
FDT07,OUT049,0.075229446,256.633,2050.66
FDI21,OUT018,0.056833394,61.9168,1214.42
FDI41,OUT046,0.06225692099999999,148.0418,2059.99
FDE10,OUT027,0.08951254199999999,133.1626,3672.55
FDQ28,OUT046,0.060427062000000004,153.5656,3089.31
FDY32,OUT010,0.216323008,165.021,815.6
NCK05,OUT019,0.135612397,61.1536,61.25
FDH12,OUT045,0.08512595099999999,107.12799999999999,1278.34
FDJ27,OUT017,0.12256541300000001,103.8674,1528.01
DRL35,OUT010,0.026332202714285713,43.376999999999995,129.83
NCY29,OUT017,0.077670981,55.093,1301.64
FDC21,OUT017,0.043201813,110.1254,1844.93
FDM33,OUT017,0.088215871,220.1798,5068.74
DRJ39,OUT013,0.036295834,217.5482,1095.24
FDB22,OUT010,0.18652881899999998,151.9998,307.6
FDC32,OUT013,0.099026525,93.8462,1295.65
FDD02,OUT046,0.036987802,118.8124,2607.27
FDL28,OUT035,0.063162608,228.6668,3455.5
FDL39,OUT049,0.063429818,179.4318,2345.61
FDV37,OUT010,0.139785104,196.2426,197.74
FDA28,OUT017,0.04807227,126.5362,1761.71
FDL04,OUT049,0.11209743300000001,105.5622,1905.52
FDR10,OUT035,0.010037996,163.5552,3086.65
FDA39,OUT017,0.012789884,39.1822,1060.62
FDR15,OUT035,0.033431669,153.1314,4653.94
FDQ40,OUT017,0.03623131,175.0712,3339.65
DRG23,OUT027,0.086360962,151.2682,2439.49
FDU36,OUT013,0.046232445,99.4384,1379.54
FDF47,OUT046,0.097618234,223.9746,897.5
FDH14,OUT046,0.046808552999999996,141.4838,1404.84
FDO45,OUT018,0.03810738,86.3856,615.2
FDK60,OUT035,0.093846532,95.7068,1069.27
FDS43,OUT017,0.040744057,185.924,4101.33
FDN44,OUT049,0.022831052,160.292,4793.76
FDS34,OUT049,0.07687841599999999,113.9518,1138.52
FDU20,OUT045,0.021501067000000002,122.2098,2771.73
FDP44,OUT013,0.07964724,101.4332,1948.13
FDC02,OUT035,0.068809463,258.5278,5206.56
FDT56,OUT035,0.115570552,57.5246,173.77
NCA06,OUT013,0.14316437099999998,34.919000000000004,73.24
FDE04,OUT013,0.018008071,180.46599999999998,3415.55
NCX06,OUT017,0.015775777,179.1976,3803.05
FDX49,OUT017,0.102407778,234.33,3961.51
DRM59,OUT018,0.0036067259999999998,154.1998,1384.2
FDJ34,OUT049,0.093801337,126.0704,1251.7
FDP60,OUT013,0.03997564142857143,101.9016,1821.63
FDI07,OUT046,0.033760862,196.9426,5141.31
FDV07,OUT027,0.031131455,111.0228,3205.16
FDH41,OUT045,0.082177842,214.1534,1720.43
NCB31,OUT049,0.118858866,263.291,3418.88
FDW34,OUT035,0.03432309328571428,244.817,4374.31
FDX45,OUT017,0.105448901,156.16299999999998,782.32
FDH14,OUT049,0.046881328,141.3838,1685.81
FDF26,OUT010,0.078057026,154.5998,153.8
FDU24,OUT017,0.140955857,92.212,4101.33
FDX11,OUT018,0.107186944,181.9634,3453.5
FDF35,OUT035,0.15396020900000001,105.9938,1179.13
NCC43,OUT018,0.093160853,251.3066,1004.03
FDG29,OUT046,0.05629192,42.5454,419.45
FDS44,OUT046,0.15604396,239.6538,3845.66
FDZ10,OUT046,0.044463490999999994,127.102,2024.03
FDC52,OUT013,0.00827301,150.4708,1956.12
DRL35,OUT035,0.030697825,42.876999999999995,1168.48
NCP55,OUT010,0.0088731735,56.4614,55.26
FDV38,OUT027,0.101281,55.0956,2020.04
FDL44,OUT045,0.012300013,160.4894,3074.0
FDZ47,OUT017,0.0633820348,98.7042,1884.88
FDT45,OUT046,0.057313443,53.3956,1364.89
FDN23,OUT049,0.075625152,145.7444,3193.18
NCP43,OUT045,0.030568919,177.86599999999999,2336.96
DRJ24,OUT019,0.19842484100000002,185.2924,370.18
FDA02,OUT027,0.029578726,143.5786,3756.44
FDH33,OUT019,0.213125482,44.9428,175.77
FDF56,OUT017,0.120137953,181.2976,3078.66
NCN26,OUT046,0.028679893999999997,115.1808,2109.25
FDD22,OUT049,0.09980462300000001,113.7544,3243.78
FDU15,OUT010,0.044526443,37.9532,71.91
FDB41,OUT010,0.162882227,46.8718,189.09
FDZ35,OUT017,0.022404492999999998,102.499,2579.98
FDT60,OUT017,0.075975642,124.1388,1486.07
FDE51,OUT035,0.09644909,43.8086,312.26
NCQ06,OUT035,0.041816615,254.5014,4845.03
FDS28,OUT017,0.08286768900000001,58.5588,171.78
FDH32,OUT045,0.076214289,96.541,1834.28
FDW37,OUT045,0.12430196800000001,89.7488,2082.62
FDY33,OUT046,0.09720112800000001,159.4262,2705.15
FDF17,OUT017,0.042861968,196.81099999999998,3731.81
FDG56,OUT013,0.0713931,61.0536,1592.59
NCB18,OUT013,0.041256807,88.8514,2125.23
FDU14,OUT035,0.034746076,248.275,998.7
FDU22,OUT049,0.093441604,119.1124,3673.88
NCV41,OUT013,0.017024598000000002,109.8228,2099.93
FDY52,OUT045,0.007363189,63.2536,1225.07
DRG48,OUT027,0.014484582,143.9102,3062.01
FDU01,OUT027,0.011937183,184.7924,4442.22
NCP53,OUT013,0.032862976,238.6906,4278.43
FDC17,OUT049,0.015484763,211.9928,631.18
NCZ30,OUT013,0.026163192000000002,121.5098,602.55
FDK03,OUT046,0.073920438,255.6356,2797.69
FDE08,OUT019,0.08635240300000001,149.8734,445.42
NCM07,OUT027,0.03976832,83.9908,2348.94
FDY35,OUT027,0.015950066000000002,47.7402,1975.43
FDS28,OUT027,0.082002559,59.2588,1374.21
FDI56,OUT013,0.09330766800000001,92.7146,2006.72
FDR23,OUT019,0.143199389,175.83700000000002,352.87
FDF29,OUT049,0.019965179,130.531,908.82
FDA47,OUT027,0.11610879699999999,164.12099999999998,6035.48
FDI10,OUT013,0.07833908099999999,172.9422,1379.54
FDC45,OUT019,0.237651344,170.2106,171.11
FDA27,OUT017,0.031102571000000002,257.2672,2045.34
NCR41,OUT018,0.018097419,96.9094,1332.93
FDR09,OUT018,0.078041216,258.4962,2848.96
NCB06,OUT013,0.08226356,160.49200000000002,1278.34
FDE53,OUT046,0.026880159,106.428,1491.39
DRE27,OUT010,0.22206335100000002,99.6726,195.75
NCA06,OUT027,0.142589751,35.919000000000004,585.9
FDL56,OUT018,0.126292985,88.6198,1133.86
FDT09,OUT035,0.012260981,131.7284,1186.46
DRH03,OUT010,0.05869048,91.61200000000001,93.21
NCQ53,OUT018,0.018982338,237.05900000000003,2836.31
NCT18,OUT046,0.059405152,179.6976,3621.95
FDL43,OUT035,0.027059264,76.467,1761.04
FDJ53,OUT035,0.071244438,119.2098,1325.61
NCQ02,OUT035,0.007455054,186.9556,3942.87
NCJ05,OUT046,0.046088273,153.6682,3506.77
FDT40,OUT018,0.09618555599999999,127.1678,3560.7
FDA48,OUT046,0.11487406,221.4114,5099.36
FDV37,OUT049,0.08364371599999999,196.0426,2570.65
FDX07,OUT045,0.022965292,181.695,2563.33
DRG48,OUT045,0.014584584,146.3102,2187.15
FDF44,OUT035,0.059716729,130.9968,2348.94
FDS24,OUT046,0.062224479000000006,88.1514,1682.48
NCQ50,OUT049,0.034360687,215.7218,4274.44
FDT25,OUT013,0.050708743,123.4072,3185.19
FDO03,OUT045,0.036957777000000004,230.5352,4580.7
FDJ55,OUT046,0.023530952999999997,223.5404,1800.32
FDM36,OUT013,0.058681957,170.4422,517.33
FDM21,OUT017,0.064728148,258.0646,5668.62
FDK58,OUT035,0.037970071,103.0016,2125.23
FDD26,OUT010,0.12077345099999999,186.5924,555.28
FDW57,OUT045,0.11591197199999999,177.3028,1948.13
FDT32,OUT010,0.10985775,188.8214,188.42
FDT25,OUT045,0.05085390099999999,121.7072,367.52
NCB19,OUT046,0.090295708,84.6882,601.22
FDD05,OUT019,0.029084547999999998,122.0098,361.53
NCE54,OUT027,0.026769592000000002,77.0354,2332.3
FDO39,OUT049,0.137580452,182.8608,4042.74
NCV06,OUT045,0.066816565,192.2478,1356.23
DRB13,OUT010,0.01179078,189.053,948.76
FDX51,OUT010,0.036921781,194.2452,782.98
FDC38,OUT045,0.12274238900000001,134.2942,1192.45
FDD04,OUT046,0.089971292,143.2154,1701.78
FDC05,OUT018,0.09918699199999999,198.7768,3153.23
DRJ59,OUT027,0.018327912666666665,39.0164,1042.64
FDL22,OUT017,0.036596012000000004,90.6488,633.84
DRH13,OUT019,0.041821227,107.62799999999999,213.06
FDV22,OUT010,0.016635488,157.563,312.93
FDP07,OUT045,0.090084098,197.21099999999998,3142.58
FDK27,OUT049,0.008960445,119.1756,1696.46
FDP31,OUT017,0.162418495,64.9168,639.17
NCI54,OUT010,0.056237906,110.7912,109.19
DRK35,OUT027,0.071498575,37.7506,796.96
NCO07,OUT049,0.009791467,213.25599999999997,4687.23
FDN31,OUT013,0.072820885,191.253,3036.05
NCO02,OUT035,0.07335428599999999,66.8142,2372.91
FDQ26,OUT045,0.068010049,57.2562,770.33
FDQ07,OUT046,0.087406863,221.8456,663.14
FDB49,OUT049,0.030198227999999997,98.2384,2167.84
FDY44,OUT049,0.024442501000000002,196.41099999999997,2749.75
NCI54,OUT027,0.033436336000000004,107.3912,3057.35
FDV44,OUT046,0.039844429,190.1188,1904.19
FDI48,OUT049,0.055805027,53.0666,512.67
NCL05,OUT035,0.04788860599999999,42.277,605.88
FDT32,OUT049,0.065735977,189.6214,2826.32
FDM10,OUT049,0.07608971099999999,212.9218,3846.99
FDS21,OUT049,0.020908608000000002,63.5194,557.27
FDD11,OUT045,0.030678825,251.704,3542.06
FDL04,OUT027,0.111381428,106.7622,2964.14
FDO58,OUT018,0.039738393,163.7526,2960.15
FDQ08,OUT017,0.01903743,60.5536,490.03
FDT28,OUT046,0.06356617,151.3708,3611.3
FDT22,OUT018,0.11255385300000001,59.022,1378.21
FDB58,OUT035,0.013493914,143.7154,3119.94
FDN45,OUT046,0.11810276900000001,224.8088,2013.38
FDZ45,OUT013,0.06682033,198.9084,4761.8
FDJ38,OUT046,0.040205535,188.753,7590.12
NCT06,OUT045,0.038816115,166.4842,1326.27
FDU21,OUT027,0.076348933,32.8558,713.07
NCP30,OUT049,0.032819637,38.9822,982.06
FDR27,OUT049,0.09624984199999999,134.4942,2119.91
FDW39,OUT017,0.03537192866666666,176.937,4234.49
DRZ24,OUT027,0.049190467800000005,121.044,2396.88
FDK21,OUT013,0.010003986999999999,250.7408,5757.84
FDJ04,OUT046,0.12445204800000001,118.5124,1303.64
FDZ13,OUT017,0.154363209,50.835,599.22
FDS16,OUT017,0.066551268,144.67600000000002,3954.85
FDD56,OUT010,0.17370354899999998,175.8054,1050.63
FDI57,OUT046,0.054025644000000005,197.2768,6503.53
FDQ12,OUT027,0.03523927,231.601,5972.23
FDI56,OUT046,0.09338538099999999,91.3146,1641.86
NCT42,OUT045,0.024937792,148.4392,2087.95
FDM25,OUT035,0.060654268,174.7712,3339.65
DRB25,OUT027,0.06912336,106.0938,2787.04
NCY30,OUT046,0.025953257,179.5976,2535.37
FDD44,OUT017,0.07884393,257.0646,8760.6
FDK45,OUT035,0.033851785,112.186,1018.67
FDN45,OUT045,0.118342285,222.6088,1789.67
FDQ09,OUT035,0.058121214000000004,115.8834,1382.2
FDC17,OUT035,0.015457803,209.9928,5259.82
FDD45,OUT013,0.116152226,94.1436,1512.7
FDD41,OUT046,0.087260103,105.0306,2090.61
FDU46,OUT046,0.011126299999999999,87.25399999999999,1211.76
FDO45,OUT017,0.038167453,89.4856,1230.4
FDG41,OUT035,0.076547632,109.5228,1657.84
DRC13,OUT045,0.024408559,122.573,739.04
FDX50,OUT018,0.074931201,108.9228,1105.23
FDK56,OUT035,0.06503787075,185.1898,2619.26
NCL18,OUT046,0.16758389,194.6136,2721.79
FDN57,OUT049,0.054318517000000004,140.9154,6381.69
FDX03,OUT027,0.060800115999999994,44.4744,769.66
NCU17,OUT013,0.07972414757142857,101.7674,1120.54
FDL14,OUT035,0.032152786,157.3972,1869.57
NCU18,OUT046,0.055840055,139.8496,1411.5
NCH43,OUT017,0.070968081,215.9192,1941.47
FDH41,OUT035,0.08199601299999999,216.2534,4301.07
FDS28,OUT018,0.08273726099999999,57.3588,343.55
FDG02,OUT027,0.011206632,191.4188,3998.79
FDS40,OUT045,0.014047825,36.719,585.9
FDD10,OUT013,0.045982389000000005,177.0344,535.3
DRQ35,OUT013,0.042256257,124.4388,1609.9
NCL05,OUT049,0.04618074185714286,42.876999999999995,649.16
FDJ48,OUT035,0.056424145999999994,247.8118,2223.11
FDV21,OUT027,0.170254469,124.8704,2127.9
FDJ26,OUT035,0.084749164,215.5218,4060.71
NCN05,OUT017,0.014541462,184.495,3845.0
FDK09,OUT046,0.091763303,228.5352,1832.28
FDM56,OUT027,0.069851683,110.9912,1310.29
DRF25,OUT045,0.039004193,37.019,659.14
FDG14,OUT045,0.05060313,150.9024,4402.27
FDZ31,OUT035,0.113195815,190.8504,3643.26
FDU21,OUT019,0.134327613,35.0558,33.96
FDC57,OUT035,0.054584207,193.382,4247.8
FDU46,OUT010,0.018623146,87.854,259.66
FDU22,OUT035,0.09327891199999999,118.7124,2607.27
DRG23,OUT045,0.086957199,152.5682,1372.21
FDR23,OUT010,0.13689554,176.437,529.31
FDI14,OUT018,0.090043082,140.1496,846.9
NCN42,OUT045,0.014251461000000002,148.6418,2648.55
NCM41,OUT049,0.035711426,93.61200000000001,1584.6
FDT55,OUT046,0.043655155,156.7946,3629.28
DRY23,OUT027,0.10856806699999999,42.9112,809.61
FDL46,OUT010,0.090480214,119.5466,117.85
FDQ57,OUT035,0.027942357,145.076,1611.24
FDQ16,OUT035,0.041730507,109.2912,2402.21
FDZ52,OUT027,0.099589909,109.1886,4225.17
FDL16,OUT019,0.294939214,47.106,139.82
NCX18,OUT018,0.008829805999999999,196.81099999999998,4517.45
FDM34,OUT018,0.067722325,130.8626,1573.95
FDG60,OUT027,0.060405784000000004,234.5616,6796.49
NCA06,OUT018,0.12288748228571429,37.119,842.24
DRD12,OUT046,0.077193561,89.9146,1277.0
FDP04,OUT018,0.013869039,62.5168,447.42
NCH30,OUT045,0.067290244,114.586,1584.6
FDS04,OUT045,0.146960375,142.2838,1685.81
FDQ13,OUT019,0.018632082,82.9908,503.34
FDU59,OUT049,0.096536082,162.8552,3574.01
DRG11,OUT045,0.084008316,108.2596,1186.46
FDA36,OUT027,0.005638944,184.9924,3146.57
FDA15,OUT035,0.01601936,248.5092,6474.24
FDZ03,OUT010,0.13187274,188.024,745.7
FDJ16,OUT035,0.114863923,59.0246,1853.59
FDZ12,OUT049,0.103138922,141.747,3006.09
FDH09,OUT045,0.056191301,53.2982,736.37
FDT13,OUT017,0.01867669,188.7214,3956.85
FDU20,OUT017,0.021578923,120.5098,1807.65
DRH25,OUT035,0.013804531333333335,52.2324,467.39
